"16x04,15x04,14x04,13x04,12x04,11x04,10x04,09x04,08x04,07x04,06x04,05x04,05x05,04x05,04x06,04x07,04x08,04x09,04x10,04x11,04x12,04x13,04x14,04x15,04x16"
"16x04,15x04,14x04,13x04,12x04,11x04,10x04,09x04,08x04,07x04,06x04,05x04,05x05,04x05,04x06,04x07,04x08,04x09,04x10,04x11,04x12,04x13,04x14,04x15,04x16"
"16x04,15x04,15x05,14x05,13x05,12x05,11x05,10x05,09x05,08x05,07x05,06x05,05x05,04x05,04x06,04x07,04x08,04x09,04x10,04x11,04x12,04x13,04x14,04x15,04x16"
"16x04,15x04,15x05,14x05,13x05,12x05,11x05,10x05,09x05,08x05,07x05,06x05,05x05,04x05,04x06,04x07,04x08,04x09,04x10,04x11,04x12,04x13,04x14,04x15,04x16"
"16x04,16x05,16x06,16x07,16x08,16x09,16x10,16x11,16x12,16x13,16x14,16x15,16x16,15x16,14x16,13x16,12x16,11x16,10x16,09x16,08x16,07x16,06x16,05x16,04x16"
"16x04,16x05,16x06,16x07,16x08,16x09,16x10,16x11,16x12,16x13,16x14,16x15,16x16,15x16,14x16,13x16,12x16,11x16,10x16,09x16,08x16,07x16,06x16,05x16,04x16"
"16x04,16x05,16x06,16x07,15x07,15x08,14x08,13x08,12x08,11x08,11x09,10x09,09x09,09x10,09x11,08x11,08x12,07x12,06x12,06x13,05x13,05x14,05x15,05x16,04x16"
"16x04,16x05,16x06,16x07,15x07,15x08,14x08,13x08,12x08,11x08,11x09,10x09,09x09,09x10,09x11,08x11,08x12,07x12,06x12,06x13,05x13,05x14,05x15,05x16,04x16"
"16x04,16x05,16x06,15x06,15x07,14x07,14x08,14x09,13x09,13x10,12x10,11x10,10x10,09x10,08x10,07x10,07x11,07x12,07x13,06x13,05x13,04x13,04x14,04x15,04x16"
"16x04,16x05,16x06,15x06,15x07,14x07,14x08,14x09,13x09,13x10,12x10,11x10,10x10,09x10,08x10,07x10,07x11,07x12,07x13,06x13,05x13,04x13,04x14,04x15,04x16"
"16x04,16x05,16x06,15x06,15x07,14x07,14x08,13x08,12x08,11x08,10x08,10x09,09x09,09x10,09x11,09x12,08x12,08x13,07x13,06x13,05x13,05x14,04x14,04x15,04x16"
"16x04,16x05,16x06,15x06,15x07,14x07,14x08,13x08,12x08,11x08,10x08,10x09,09x09,09x10,09x11,09x12,08x12,08x13,07x13,06x13,05x13,05x14,04x14,04x15,04x16"
"16x04,16x05,15x05,14x05,13x05,12x05,12x06,11x06,11x07,11x08,10x08,09x08,09x09,08x09,08x10,07x10,07x11,07x12,07x13,06x13,06x14,05x14,05x15,05x16,04x16"
"16x04,16x05,15x05,14x05,13x05,12x05,12x06,11x06,11x07,11x08,10x08,09x08,09x09,08x09,08x10,07x10,07x11,07x12,07x13,06x13,06x14,05x14,05x15,05x16,04x16"
"16x04,16x05,15x05,14x05,14x06,14x07,14x08,14x09,14x10,14x11,13x11,13x12,12x12,11x12,11x13,10x13,09x13,08x13,08x12,07x12,07x13,06x13,06x14,05x14,05x15,05x16,04x16"
"16x04,16x05,15x05,14x05,14x06,14x07,14x08,14x09,14x10,14x11,13x11,13x12,12x12,11x12,11x13,10x13,09x13,08x13,08x12,07x12,07x13,06x13,06x14,05x14,05x15,05x16,04x16"
"16x04,16x05,15x05,14x05,13x05,12x05,12x06,11x06,11x07,11x08,10x08,09x08,09x09,08x09,08x10,07x10,07x11,07x12,07x13,06x13,06x14,05x14,05x15,05x16,04x16"
"16x04,16x05,15x05,14x05,13x05,12x05,12x06,11x06,11x07,11x08,10x08,09x08,09x09,08x09,08x10,07x10,07x11,07x12,07x13,06x13,06x14,05x14,05x15,05x16,04x16"
"13x17,13x16,12x16,11x16,11x15,11x14,11x13,11x12,11x11,11x10,11x09,11x08,11x07,11x06,11x05,11x04,11x03,10x03,09x03,08x03,07x03"
"13x17,13x16,12x16,11x16,11x15,11x14,11x13,11x12,11x11,11x10,11x09,11x08,11x07,11x06,11x05,11x04,11x03,10x03,09x03,08x03,07x03"
"13x17,12x17,12x16,12x15,12x14,12x13,12x12,12x11,12x10,12x09,12x08,12x07,12x06,11x06,11x05,11x04,11x03,10x03,09x03,08x03,07x03"
"13x17,12x17,12x16,12x15,12x14,12x13,12x12,12x11,12x10,12x09,12x08,12x07,12x06,11x06,11x05,11x04,11x03,10x03,09x03,08x03,07x03"
"13x17,13x16,12x16,12x15,12x14,12x13,12x12,12x11,12x10,12x09,11x09,11x08,11x07,11x06,11x05,11x04,11x03,10x03,09x03,08x03,07x03"
"13x17,13x16,12x16,12x15,12x14,12x13,12x12,12x11,12x10,12x09,11x09,11x08,11x07,11x06,11x05,11x04,11x03,10x03,09x03,08x03,07x03"
"13x17,12x17,12x16,12x15,12x14,12x13,11x13,11x12,11x11,10x11,10x10,09x10,09x09,09x08,09x07,08x07,08x06,08x05,08x04,07x04,07x03"
"13x17,12x17,12x16,12x15,12x14,12x13,11x13,11x12,11x11,10x11,10x10,09x10,09x09,09x08,09x07,08x07,08x06,08x05,08x04,07x04,07x03"
"13x17,12x17,12x16,12x15,12x14,12x13,11x13,11x12,11x11,10x11,10x10,09x10,09x09,09x08,09x07,08x07,08x06,08x05,08x04,07x04,07x03"
"13x17,12x17,12x16,12x15,12x14,12x13,11x13,11x12,11x11,10x11,10x10,09x10,09x09,09x08,09x07,08x07,08x06,08x05,08x04,07x04,07x03"
"13x17,12x17,12x16,12x15,12x14,11x14,10x14,10x13,09x13,09x12,09x11,09x10,09x09,09x08,09x07,08x07,08x06,08x05,08x04,07x04,07x03"
"13x17,12x17,12x16,12x15,12x14,11x14,10x14,10x13,09x13,09x12,09x11,09x10,09x09,09x08,09x07,08x07,08x06,08x05,08x04,07x04,07x03"
"13x17,13x18,12x18,11x18,11x19,10x19,10x18,10x17,10x16,09x16,08x16,08x17,07x17,06x17,05x17,05x16,05x15,05x14,06x14,06x13,06x12,06x11,06x10,06x09,06x08,06x07,07x07,07x06,07x05,07x04,07x03"
"13x17,13x18,12x18,11x18,11x19,10x19,10x18,10x17,10x16,09x16,08x16,08x17,07x17,06x17,05x17,05x16,05x15,05x14,06x14,06x13,06x12,06x11,06x10,06x09,06x08,06x07,07x07,07x06,07x05,07x04,07x03"
"13x17,12x17,12x16,12x15,11x15,10x15,09x15,08x15,08x14,08x13,08x12,08x11,07x11,06x11,06x10,06x09,06x08,06x07,07x07,07x06,07x05,07x04,07x03"
"13x17,12x17,12x16,12x15,11x15,10x15,09x15,08x15,08x14,08x13,08x12,08x11,07x11,06x11,06x10,06x09,06x08,06x07,07x07,07x06,07x05,07x04,07x03"
"13x17,12x17,12x16,12x15,11x15,10x15,09x15,08x15,08x14,08x13,08x12,07x12,07x11,06x11,06x10,06x09,06x08,06x07,07x07,07x06,07x05,07x04,07x03"
"13x17,12x17,12x16,12x15,11x15,10x15,09x15,08x15,08x14,08x13,08x12,07x12,07x11,06x11,06x10,06x09,06x08,06x07,07x07,07x06,07x05,07x04,07x03"
"04x16,05x16,06x16,06x15,06x14,06x13,06x12,07x12,08x12,09x12,09x11,09x10,10x10"
"04x16,05x16,06x16,06x15,06x14,06x13,06x12,07x12,08x12,09x12,09x11,09x10,10x10"
"04x16,04x15,05x15,06x15,06x14,07x14,08x14,08x13,08x12,09x12,10x12,10x11,10x10"
"04x16,04x15,05x15,06x15,06x14,07x14,08x14,08x13,08x12,09x12,10x12,10x11,10x10"
"04x16,05x16,05x15,05x14,05x13,05x12,05x11,05x10,06x10,07x10,08x10,09x10,10x10"
"04x16,05x16,05x15,05x14,05x13,05x12,05x11,05x10,06x10,07x10,08x10,09x10,10x10"
"04x16,04x15,04x14,04x13,05x13,06x13,07x13,08x13,09x13,09x12,10x12,10x11,10x10"
"04x16,04x15,04x14,04x13,05x13,06x13,07x13,08x13,09x13,09x12,10x12,10x11,10x10"
"04x16,04x15,04x14,04x13,05x13,06x13,07x13,08x13,08x12,09x12,10x12,10x11,10x10"
"04x16,04x15,04x14,04x13,05x13,06x13,07x13,08x13,08x12,09x12,10x12,10x11,10x10"
"04x16,04x15,05x15,06x15,06x14,06x13,07x13,07x12,07x11,08x11,09x11,09x10,10x10"
"04x16,04x15,05x15,06x15,06x14,06x13,07x13,07x12,07x11,08x11,09x11,09x10,10x10"
"04x16,04x15,05x15,05x14,06x14,06x13,06x12,06x11,06x10,07x10,08x10,09x10,10x10"
"04x16,04x15,05x15,05x14,06x14,06x13,06x12,06x11,06x10,07x10,08x10,09x10,10x10"
"04x16,04x15,05x15,05x14,06x14,06x13,06x12,06x11,06x10,07x10,08x10,09x10,10x10"
"04x16,04x15,05x15,05x14,06x14,06x13,06x12,06x11,06x10,07x10,08x10,09x10,10x10"
"04x16,04x15,05x15,05x14,06x14,06x13,06x12,06x11,06x10,07x10,08x10,09x10,10x10"
"04x16,04x15,05x15,05x14,06x14,06x13,06x12,06x11,06x10,07x10,08x10,09x10,10x10"
